и	0.6978470675575352	0.3021529324424647
са	0.7066666666666667	0.29333333333333333
нов	0.6714579055441479	0.32854209445585214
феномен	0.8857142857142857	0.11428571428571428
	0.6991119005328597	0.30088809946714035
людмила	0.6162790697674418	0.38372093023255816
за	0.7315270935960592	0.2684729064039409
ванга	0.7795620437956204	0.22043795620437956
или	0.697841726618705	0.302158273381295
не	0.7348284960422163	0.26517150395778366
ли	0.650314465408805	0.34968553459119495
е	0.7006926722566533	0.2993073277433467
бойко	0.8666666666666667	0.13333333333333333
на	0.7191404297851074	0.28085957021489255
в	0.7016532103037293	0.29834678969627065
което	0.76	0.24
няма	0.7777777777777778	0.2222222222222222
да	0.654891304347826	0.3451086956521739
се	0.7126436781609196	0.28735632183908044
от	0.6915887850467289	0.308411214953271
с	0.7044834307992203	0.29551656920077973
село	0.5769230769230769	0.4230769230769231
по	0.6832694763729247	0.3167305236270754
а	0.7040632865875585	0.29593671341244154
борисов	0.7407407407407407	0.25925925925925924
ще	0.7232704402515723	0.27672955974842767
че	0.7428023032629558	0.2571976967370441
тайните	0.8214285714285714	0.17857142857142858
тази	0.7843137254901961	0.21568627450980393
във	0.5217391304347826	0.4782608695652174
вестник	0.8333333333333334	0.16666666666666666
–	0.7159090909090909	0.2840909090909091
пророчества	0.7333333333333333	0.26666666666666666
какво	0.8071428571428572	0.19285714285714287
срещу	0.6909090909090909	0.3090909090909091
които	0.7662337662337663	0.23376623376623376
част	0.7058823529411765	0.29411764705882354
струма	0.8148148148148148	0.18518518518518517
любопитно	0.5555555555555556	0.4444444444444444
завет	0.8461538461538461	0.15384615384615385
си	0.6840336134453782	0.31596638655462184
която	0.7419354838709677	0.25806451612903225
блиц	0.2111111111111111	0.7888888888888889
|	0.7783018867924528	0.22169811320754718
българия	0.8202247191011236	0.1797752808988764
пред	0.7315634218289085	0.26843657817109146
ми	0.7305502846299811	0.269449715370019
пророчицата	0.7857142857142857	0.21428571428571427
световна	0.7061224489795919	0.2938775510204082
война	0.704	0.296
снимки	0.625	0.375
труд	0.2962962962962963	0.7037037037037037
жена	0.7719298245614035	0.22807017543859648
света	0.7761194029850746	0.22388059701492538
пари	0.6764705882352942	0.3235294117647059
радио	0.16666666666666666	0.8333333333333334
слава	0.8888888888888888	0.1111111111111111
севрюкова	0.8947368421052632	0.10526315789473684
при	0.6711409395973155	0.3288590604026846
след	0.75	0.25
тези	0.8297872340425532	0.1702127659574468
може	0.4	0.6
сте	0.6578947368421053	0.34210526315789475
chemtrails	1.0	0.0
haarp	1.0	0.0
химически	1.0	0.0
следи	1.0	0.0
небето	1.0	0.0
хаарп	1.0	0.0
видео	0.6666666666666666	0.3333333333333333
русия	0.7878787878787878	0.21212121212121213
как	0.7607655502392344	0.23923444976076555
преди	0.6511627906976745	0.3488372093023256
години	0.78125	0.21875
много	0.7560975609756098	0.24390243902439024
му	0.6551724137931034	0.3448275862068966
екстрасенс	1.0	0.0
третата	0.6956521739130435	0.30434782608695654
започва	0.9130434782608695	0.08695652173913043
13	1.0	0.0
май	0.6885245901639344	0.3114754098360656
тя	0.6666666666666666	0.3333333333333333
европа	0.47368421052631576	0.5263157894736842
свят	0.576271186440678	0.423728813559322
трябва	0.8043478260869565	0.1956521739130435
ги	0.593939393939394	0.40606060606060607
ето	0.7557755775577558	0.24422442244224424
къде	0.6	0.4
това	0.8	0.2
новини	0.5803108808290155	0.41968911917098445
забавление	0.94	0.06
трета	0.7072072072072072	0.2927927927927928
светът	0.6222222222222222	0.37777777777777777
готви	0.6904761904761905	0.30952380952380953
баба	0.8157894736842105	0.18421052631578946
идва	0.7222222222222222	0.2777777777777778
вижте	0.8214285714285714	0.17857142857142858
румен	0.8275862068965517	0.1724137931034483
радев	0.8103448275862069	0.1896551724137931
бъде	0.6923076923076923	0.3076923076923077
ни	0.7120651369356032	0.28793486306439675
ви	0.7063020214030915	0.29369797859690844
хората	0.7777777777777778	0.2222222222222222
petelbg	0.0851063829787234	0.9148936170212766
руската	0.8181818181818182	0.18181818181818182
края	0.875	0.125
всеки	0.8125	0.1875
vchasnet	0.9813084112149533	0.018691588785046728
3	0.7444444444444445	0.25555555555555554
предсказание	0.855072463768116	0.14492753623188406
има	0.7448979591836735	0.25510204081632654
но	0.7032136105860114	0.29678638941398866
ден	0.5985401459854015	0.40145985401459855
през	0.7315436241610739	0.2684563758389262
до	0.7080745341614907	0.2919254658385093
сирия	0.6666666666666666	0.3333333333333333
само	0.7241379310344828	0.27586206896551724
рокфелер	0.6666666666666666	0.3333333333333333
заръки	0.8571428571428571	0.14285714285714285
променят	0.7931034482758621	0.20689655172413793
живота	0.7666666666666667	0.23333333333333334
като	0.7910447761194029	0.208955223880597
й	0.7225548902195609	0.2774451097804391
още	0.6956521739130435	0.30434782608695654
сащ	0.7272727272727273	0.2727272727272727
гроба	0.7692307692307693	0.23076923076923078
политиката	0.9	0.1
дъщерята	0.55	0.45
путин	0.7166666666666667	0.2833333333333333
съм	0.7241379310344828	0.27586206896551724
тайна	0.868421052631579	0.13157894736842105
кой	0.8058252427184466	0.1941747572815534
защо	0.7058823529411765	0.29411764705882354
божидар	0.5416666666666666	0.4583333333333333
нова	0.7802197802197802	0.21978021978021978
един	0.6721311475409836	0.32786885245901637
го	0.7444029850746269	0.2555970149253731
2017	0.7788461538461539	0.22115384615384615
всички	0.78125	0.21875
великобритания	0.7272727272727273	0.2727272727272727
ако	0.68	0.32
я	0.7097345132743362	0.2902654867256637
преподобна	0.8333333333333334	0.16666666666666666
стойна	0.8333333333333334	0.16666666666666666
пътя	0.5483870967741935	0.45161290322580644
7	0.7839506172839507	0.21604938271604937
късмет	0.8636363636363636	0.13636363636363635
2	0.7166666666666667	0.2833333333333333
голямата	0.8717948717948718	0.1282051282051282
върху	0.5714285714285714	0.42857142857142855
към	0.7246376811594203	0.2753623188405797
заради	0.7291666666666666	0.2708333333333333
без	0.6904761904761905	0.30952380952380953
г	0.7175531914893617	0.2824468085106383
живот	0.7333333333333333	0.26666666666666666
бъдещето	0.7619047619047619	0.23809523809523808
който	0.7358490566037735	0.2641509433962264
със	0.8	0.2
пророчество	0.8901098901098901	0.10989010989010989
важно	0.8181818181818182	0.18181818181818182
лили	0.7777777777777778	0.2222222222222222
нострадамус	0.6666666666666666	0.3333333333333333
забравеният	0.9090909090909091	0.09090909090909091
цери	0.9166666666666666	0.08333333333333333
странджа	0.8048780487804879	0.1951219512195122
година	0.8144329896907216	0.18556701030927836
краят	0.8333333333333334	0.16666666666666666
разкри	0.8761061946902655	0.12389380530973451
петрич	0.6296296296296297	0.37037037037037035
тръмп	0.6330275229357798	0.3669724770642202
този	0.78125	0.21875
чудо	0.7241379310344828	0.27586206896551724
дете	0.8181818181818182	0.18181818181818182
започне	0.5882352941176471	0.4117647058823529
каза	0.7819905213270142	0.21800947867298578
кога	0.6956521739130435	0.30434782608695654
чака	0.8275862068965517	0.1724137931034483
смъртта	0.7659574468085106	0.23404255319148937
всичко	0.8148148148148148	0.18518518518518517
събота	0.8846153846153846	0.11538461538461539
левски	0.7560975609756098	0.24390243902439024
сензация	0.6363636363636364	0.36363636363636365
сега	0.5357142857142857	0.4642857142857143
празници	0.71875	0.28125
нещо	0.75	0.25
днес	0.7142857142857143	0.2857142857142857
потоп	0.8461538461538461	0.15384615384615385
земята	0.8275862068965517	0.1724137931034483
една	0.675	0.325
спаси	0.5652173913043478	0.43478260869565216
благовещение	0.8095238095238095	0.19047619047619047
каквото	0.8636363636363636	0.13636363636363635
